,date,flag,id,year,month,day
21225,1989-03-05,users_date,21226,1989,3,5
21226,1981-10-16,users_date,21227,1981,10,16
21227,1991-05-31,users_date,21228,1991,5,31
21228,1982-10-25,users_date,21229,1982,10,25
21229,1935-06-19,users_date,21230,1935,6,19
21230,1989-01-06,users_date,21231,1989,1,6
21231,1981-01-08,users_date,21232,1981,1,8
21232,1994-08-24,users_date,21233,1994,8,24
21233,1941-06-16,users_date,21234,1941,6,16
21234,1987-06-28,users_date,21235,1987,6,28
21235,1940-12-26,users_date,21236,1940,12,26
21236,1996-08-01,users_date,21237,1996,8,1
21237,1947-11-23,users_date,21238,1947,11,23
21238,1981-01-17,users_date,21239,1981,1,17
21239,1992-10-12,users_date,21240,1992,10,12
21240,1961-10-08,users_date,21241,1961,10,8
21241,1961-01-28,users_date,21242,1961,1,28
21242,1995-07-29,users_date,21243,1995,7,29
21243,1981-01-13,users_date,21244,1981,1,13
21244,1995-04-08,users_date,21245,1995,4,8
21245,1999-08-28,users_date,21246,1999,8,28
21246,1936-01-18,users_date,21247,1936,1,18
21247,1946-11-09,users_date,21248,1946,11,9
21248,1981-02-11,users_date,21249,1981,2,11
21249,1957-05-19,users_date,21250,1957,5,19
21250,1947-05-16,users_date,21251,1947,5,16
21251,1952-05-19,users_date,21252,1952,5,19
21252,1953-05-11,users_date,21253,1953,5,11
21253,1947-08-22,users_date,21254,1947,8,22
21254,1998-12-21,users_date,21255,1998,12,21
21255,1986-11-27,users_date,21256,1986,11,27
21256,1936-11-26,users_date,21257,1936,11,26
21257,1936-05-04,users_date,21258,1936,5,4
21258,1962-01-16,users_date,21259,1962,1,16
21259,1963-06-05,users_date,21260,1963,6,5
21260,1958-12-05,users_date,21261,1958,12,5
21261,1989-03-23,users_date,21262,1989,3,23
21262,1963-11-28,users_date,21263,1963,11,28
21263,1944-06-07,users_date,21264,1944,6,7
21264,1951-01-09,users_date,21265,1951,1,9
21265,1992-12-12,users_date,21266,1992,12,12
21266,1941-12-19,users_date,21267,1941,12,19
21267,1989-09-24,users_date,21268,1989,9,24
21268,1987-10-08,users_date,21269,1987,10,8
21269,1936-09-02,users_date,21270,1936,9,2
21270,1978-10-05,users_date,21271,1978,10,5
21271,1982-09-17,users_date,21272,1982,9,17
21272,1940-05-23,users_date,21273,1940,5,23
21273,1940-12-18,users_date,21274,1940,12,18
21274,1983-11-05,users_date,21275,1983,11,5
21275,1940-11-06,users_date,21276,1940,11,6
21276,1943-08-26,users_date,21277,1943,8,26
21277,1978-08-08,users_date,21278,1978,8,8
21278,1989-09-28,users_date,21279,1989,9,28
21279,1977-04-12,users_date,21280,1977,4,12
21280,1962-05-12,users_date,21281,1962,5,12
21281,1999-03-22,users_date,21282,1999,3,22
21282,1943-09-24,users_date,21283,1943,9,24
21283,1939-02-01,users_date,21284,1939,2,1
21284,1998-02-28,users_date,21285,1998,2,28
21285,1987-11-09,users_date,21286,1987,11,9
21286,1968-10-16,users_date,21287,1968,10,16
21287,1990-08-21,users_date,21288,1990,8,21
21288,1950-07-25,users_date,21289,1950,7,25
21289,1945-09-12,users_date,21290,1945,9,12
21290,1993-03-02,users_date,21291,1993,3,2
21291,1987-01-02,users_date,21292,1987,1,2
21292,1996-03-09,users_date,21293,1996,3,9
21293,1940-09-07,users_date,21294,1940,9,7
21294,1993-04-28,users_date,21295,1993,4,28
21295,1947-09-25,users_date,21296,1947,9,25
21296,1946-11-18,users_date,21297,1946,11,18
21297,1964-07-21,users_date,21298,1964,7,21
21298,1943-04-21,users_date,21299,1943,4,21
21299,1956-12-26,users_date,21300,1956,12,26
21300,1933-03-04,users_date,21301,1933,3,4
21301,1952-07-21,users_date,21302,1952,7,21
21302,1986-02-20,users_date,21303,1986,2,20
21303,1937-07-25,users_date,21304,1937,7,25
21304,1946-09-04,users_date,21305,1946,9,4
21305,1947-04-17,users_date,21306,1947,4,17
21306,1964-07-05,users_date,21307,1964,7,5
21307,1935-01-12,users_date,21308,1935,1,12
21308,1951-09-01,users_date,21309,1951,9,1
21309,1993-02-06,users_date,21310,1993,2,6
21310,1953-08-02,users_date,21311,1953,8,2
21311,1973-04-25,users_date,21312,1973,4,25
21312,1990-01-25,users_date,21313,1990,1,25
21313,1979-12-27,users_date,21314,1979,12,27
21314,1955-09-25,users_date,21315,1955,9,25
21315,1969-03-28,users_date,21316,1969,3,28
21316,1983-09-09,users_date,21317,1983,9,9
21317,1973-05-31,users_date,21318,1973,5,31
21318,1955-12-24,users_date,21319,1955,12,24
21319,1943-10-18,users_date,21320,1943,10,18
21320,1938-11-28,users_date,21321,1938,11,28
21321,1963-03-05,users_date,21322,1963,3,5
21322,1942-02-26,users_date,21323,1942,2,26
21323,1973-11-19,users_date,21324,1973,11,19
21324,1999-11-02,users_date,21325,1999,11,2
21325,1963-03-30,users_date,21326,1963,3,30
21326,1988-02-23,users_date,21327,1988,2,23
21327,1991-05-09,users_date,21328,1991,5,9
21328,1993-10-18,users_date,21329,1993,10,18
21329,1950-03-12,users_date,21330,1950,3,12
21330,1973-11-15,users_date,21331,1973,11,15
21331,1984-06-25,users_date,21332,1984,6,25
21332,2000-02-19,users_date,21333,2000,2,19
21333,1950-07-17,users_date,21334,1950,7,17
21334,1958-11-02,users_date,21335,1958,11,2
21335,1956-03-17,users_date,21336,1956,3,17
21336,1991-04-19,users_date,21337,1991,4,19
21337,1934-08-11,users_date,21338,1934,8,11
21338,1990-11-04,users_date,21339,1990,11,4
21339,1981-08-27,users_date,21340,1981,8,27
21340,1960-12-21,users_date,21341,1960,12,21
21341,1959-10-04,users_date,21342,1959,10,4
21342,1994-04-15,users_date,21343,1994,4,15
21343,1953-05-26,users_date,21344,1953,5,26
21344,1999-01-09,users_date,21345,1999,1,9
21345,1960-10-29,users_date,21346,1960,10,29
21346,1949-05-11,users_date,21347,1949,5,11
21347,1952-10-29,users_date,21348,1952,10,29
21348,1967-05-10,users_date,21349,1967,5,10
21349,1971-07-14,users_date,21350,1971,7,14
21350,1941-03-06,users_date,21351,1941,3,6
21351,1976-10-10,users_date,21352,1976,10,10
21352,1986-12-25,users_date,21353,1986,12,25
21353,1987-03-30,users_date,21354,1987,3,30
21354,1992-06-24,users_date,21355,1992,6,24
21355,1976-01-02,users_date,21356,1976,1,2
21356,1935-08-26,users_date,21357,1935,8,26
21357,1937-10-20,users_date,21358,1937,10,20
21358,1961-01-09,users_date,21359,1961,1,9
21359,1969-02-15,users_date,21360,1969,2,15
21360,1971-04-15,users_date,21361,1971,4,15
21361,1954-11-15,users_date,21362,1954,11,15
21362,1997-05-09,users_date,21363,1997,5,9
21363,1960-08-08,users_date,21364,1960,8,8
21364,1951-09-05,users_date,21365,1951,9,5
21365,1940-07-26,users_date,21366,1940,7,26
21366,1961-06-26,users_date,21367,1961,6,26
21367,1934-06-25,users_date,21368,1934,6,25
21368,1971-12-27,users_date,21369,1971,12,27
21369,1998-12-11,users_date,21370,1998,12,11
21370,1999-12-15,users_date,21371,1999,12,15
21371,1936-06-23,users_date,21372,1936,6,23
21372,1947-10-11,users_date,21373,1947,10,11
21373,1964-02-04,users_date,21374,1964,2,4
21374,1944-08-19,users_date,21375,1944,8,19
21375,1947-06-30,users_date,21376,1947,6,30
21376,1988-03-04,users_date,21377,1988,3,4
21377,1933-03-24,users_date,21378,1933,3,24
21378,1962-10-12,users_date,21379,1962,10,12
21379,1989-10-07,users_date,21380,1989,10,7
21380,1955-04-07,users_date,21381,1955,4,7
21381,1976-04-04,users_date,21382,1976,4,4
21382,1960-05-23,users_date,21383,1960,5,23
21383,1953-07-19,users_date,21384,1953,7,19
21384,1986-02-11,users_date,21385,1986,2,11
21385,1937-03-15,users_date,21386,1937,3,15
21386,1993-06-19,users_date,21387,1993,6,19
21387,1955-02-11,users_date,21388,1955,2,11
21388,1999-03-31,users_date,21389,1999,3,31
21389,1940-10-29,users_date,21390,1940,10,29
21390,1959-11-22,users_date,21391,1959,11,22
21391,1938-05-27,users_date,21392,1938,5,27
21392,1938-02-23,users_date,21393,1938,2,23
21393,1964-02-06,users_date,21394,1964,2,6
21394,1937-09-23,users_date,21395,1937,9,23
21395,1958-11-11,users_date,21396,1958,11,11
21396,1945-05-13,users_date,21397,1945,5,13
21397,1940-08-28,users_date,21398,1940,8,28
21398,1933-08-07,users_date,21399,1933,8,7
21399,1955-10-10,users_date,21400,1955,10,10
21400,1979-08-02,users_date,21401,1979,8,2
21401,1991-04-14,users_date,21402,1991,4,14
21402,1978-03-24,users_date,21403,1978,3,24
21403,1984-05-17,users_date,21404,1984,5,17
21404,1981-09-07,users_date,21405,1981,9,7
21405,1944-02-13,users_date,21406,1944,2,13
21406,1991-10-27,users_date,21407,1991,10,27
21407,1957-01-22,users_date,21408,1957,1,22
21408,1965-05-17,users_date,21409,1965,5,17
21409,1961-03-08,users_date,21410,1961,3,8
21410,1995-09-30,users_date,21411,1995,9,30
21411,1972-09-30,users_date,21412,1972,9,30
21412,1947-11-27,users_date,21413,1947,11,27
21413,1992-07-21,users_date,21414,1992,7,21
21414,1946-09-11,users_date,21415,1946,9,11
21415,1947-07-23,users_date,21416,1947,7,23
21416,1971-07-16,users_date,21417,1971,7,16
21417,1966-11-20,users_date,21418,1966,11,20
21418,1971-04-17,users_date,21419,1971,4,17
21419,1994-02-08,users_date,21420,1994,2,8
21420,1959-04-17,users_date,21421,1959,4,17
21421,1950-07-14,users_date,21422,1950,7,14
21422,1981-09-23,users_date,21423,1981,9,23
21423,1971-05-26,users_date,21424,1971,5,26
21424,1952-01-19,users_date,21425,1952,1,19
21425,1973-04-10,users_date,21426,1973,4,10
21426,1933-11-27,users_date,21427,1933,11,27
21427,1990-03-07,users_date,21428,1990,3,7
21428,1941-09-06,users_date,21429,1941,9,6
21429,1935-04-08,users_date,21430,1935,4,8
21430,1998-05-17,users_date,21431,1998,5,17
21431,1980-07-20,users_date,21432,1980,7,20
21432,1997-08-12,users_date,21433,1997,8,12
21433,1986-07-23,users_date,21434,1986,7,23
21434,1966-03-20,users_date,21435,1966,3,20
21435,1994-07-10,users_date,21436,1994,7,10
21436,1971-05-11,users_date,21437,1971,5,11
21437,1949-02-10,users_date,21438,1949,2,10
21438,1948-06-30,users_date,21439,1948,6,30
21439,1984-01-27,users_date,21440,1984,1,27
21440,1982-04-11,users_date,21441,1982,4,11
21441,1992-02-29,users_date,21442,1992,2,29
21442,1971-12-08,users_date,21443,1971,12,8
21443,1934-08-09,users_date,21444,1934,8,9
21444,1934-02-01,users_date,21445,1934,2,1
21445,1950-12-15,users_date,21446,1950,12,15
21446,1955-03-06,users_date,21447,1955,3,6
21447,1934-05-13,users_date,21448,1934,5,13
21448,1960-08-26,users_date,21449,1960,8,26
21449,1983-04-27,users_date,21450,1983,4,27
21450,1958-09-12,users_date,21451,1958,9,12
21451,1999-02-02,users_date,21452,1999,2,2
21452,1994-06-12,users_date,21453,1994,6,12
21453,1980-12-03,users_date,21454,1980,12,3
21454,1976-12-17,users_date,21455,1976,12,17
21455,1956-03-06,users_date,21456,1956,3,6
21456,1954-10-01,users_date,21457,1954,10,1
21457,1934-07-23,users_date,21458,1934,7,23
21458,1985-02-23,users_date,21459,1985,2,23
21459,1946-08-11,users_date,21460,1946,8,11
21460,1990-10-01,users_date,21461,1990,10,1
21461,1948-12-20,users_date,21462,1948,12,20
21462,1996-05-03,users_date,21463,1996,5,3
21463,1949-03-10,users_date,21464,1949,3,10
21464,1978-03-05,users_date,21465,1978,3,5
21465,1959-07-30,users_date,21466,1959,7,30
21466,1945-03-12,users_date,21467,1945,3,12
21467,1955-03-04,users_date,21468,1955,3,4
21468,1942-04-26,users_date,21469,1942,4,26
21469,1980-01-12,users_date,21470,1980,1,12
21470,1982-11-20,users_date,21471,1982,11,20
21471,1993-09-08,users_date,21472,1993,9,8
21472,1970-05-23,users_date,21473,1970,5,23
21473,1982-12-03,users_date,21474,1982,12,3
21474,1934-02-21,users_date,21475,1934,2,21
21475,1940-06-11,users_date,21476,1940,6,11
21476,1975-01-03,users_date,21477,1975,1,3
21477,1977-01-14,users_date,21478,1977,1,14
21478,1989-10-09,users_date,21479,1989,10,9
21479,1973-12-14,users_date,21480,1973,12,14
21480,1953-04-11,users_date,21481,1953,4,11
21481,1998-09-11,users_date,21482,1998,9,11
21482,1955-07-01,users_date,21483,1955,7,1
21483,1965-02-20,users_date,21484,1965,2,20
21484,1969-10-12,users_date,21485,1969,10,12
21485,1932-10-25,users_date,21486,1932,10,25
21486,1939-10-26,users_date,21487,1939,10,26
21487,1952-06-21,users_date,21488,1952,6,21
21488,1955-08-20,users_date,21489,1955,8,20
21489,1965-03-30,users_date,21490,1965,3,30
21490,1932-11-30,users_date,21491,1932,11,30
21491,1956-06-27,users_date,21492,1956,6,27
21492,1988-01-18,users_date,21493,1988,1,18
21493,1992-10-24,users_date,21494,1992,10,24
21494,1952-07-07,users_date,21495,1952,7,7
21495,1984-09-30,users_date,21496,1984,9,30
21496,1944-03-22,users_date,21497,1944,3,22
21497,1985-09-16,users_date,21498,1985,9,16
21498,1940-12-08,users_date,21499,1940,12,8
21499,1937-12-17,users_date,21500,1937,12,17
21500,1937-10-28,users_date,21501,1937,10,28
21501,1943-01-14,users_date,21502,1943,1,14
21502,1963-10-30,users_date,21503,1963,10,30
21503,1997-03-17,users_date,21504,1997,3,17
21504,1972-02-18,users_date,21505,1972,2,18
21505,1995-04-14,users_date,21506,1995,4,14
21506,1960-08-04,users_date,21507,1960,8,4
21507,1974-08-03,users_date,21508,1974,8,3
21508,1962-05-08,users_date,21509,1962,5,8
21509,1982-01-13,users_date,21510,1982,1,13
21510,1976-09-19,users_date,21511,1976,9,19
21511,1998-03-26,users_date,21512,1998,3,26
21512,1949-03-28,users_date,21513,1949,3,28
21513,1999-06-16,users_date,21514,1999,6,16
21514,1995-12-04,users_date,21515,1995,12,4
21515,1972-02-01,users_date,21516,1972,2,1
21516,1997-06-26,users_date,21517,1997,6,26
21517,1979-11-12,users_date,21518,1979,11,12
21518,1954-02-05,users_date,21519,1954,2,5
21519,1947-11-15,users_date,21520,1947,11,15
21520,1974-04-18,users_date,21521,1974,4,18
21521,1967-01-13,users_date,21522,1967,1,13
21522,1989-08-29,users_date,21523,1989,8,29
21523,1966-10-01,users_date,21524,1966,10,1
21524,1967-09-04,users_date,21525,1967,9,4
21525,1976-01-15,users_date,21526,1976,1,15
21526,1932-06-16,users_date,21527,1932,6,16
21527,1986-04-28,users_date,21528,1986,4,28
21528,1934-08-14,users_date,21529,1934,8,14
21529,1963-08-24,users_date,21530,1963,8,24
21530,1999-04-06,users_date,21531,1999,4,6
21531,1952-04-03,users_date,21532,1952,4,3
21532,1999-12-12,users_date,21533,1999,12,12
21533,1965-10-12,users_date,21534,1965,10,12
21534,1945-11-26,users_date,21535,1945,11,26
21535,1987-08-29,users_date,21536,1987,8,29
21536,1945-05-14,users_date,21537,1945,5,14
21537,1996-07-17,users_date,21538,1996,7,17
21538,1951-05-21,users_date,21539,1951,5,21
21539,1955-09-20,users_date,21540,1955,9,20
21540,1967-07-28,users_date,21541,1967,7,28
21541,1954-12-09,users_date,21542,1954,12,9
21542,1985-01-20,users_date,21543,1985,1,20
21543,1966-11-30,users_date,21544,1966,11,30
21544,1961-06-18,users_date,21545,1961,6,18
21545,1959-08-15,users_date,21546,1959,8,15
21546,1937-05-25,users_date,21547,1937,5,25
21547,1960-06-10,users_date,21548,1960,6,10
21548,1987-11-13,users_date,21549,1987,11,13
21549,1998-05-06,users_date,21550,1998,5,6
21550,1984-03-21,users_date,21551,1984,3,21
21551,1975-08-26,users_date,21552,1975,8,26
21552,1956-04-14,users_date,21553,1956,4,14
21553,1982-02-14,users_date,21554,1982,2,14
21554,1987-10-21,users_date,21555,1987,10,21
21555,1941-08-04,users_date,21556,1941,8,4
21556,1941-07-07,users_date,21557,1941,7,7
21557,1965-11-24,users_date,21558,1965,11,24
21558,1987-05-08,users_date,21559,1987,5,8
21559,1978-10-06,users_date,21560,1978,10,6
21560,1971-03-02,users_date,21561,1971,3,2
21561,1940-01-13,users_date,21562,1940,1,13
21562,1945-11-08,users_date,21563,1945,11,8
21563,1954-08-07,users_date,21564,1954,8,7
21564,1995-08-26,users_date,21565,1995,8,26
21565,1963-12-11,users_date,21566,1963,12,11
21566,1969-08-08,users_date,21567,1969,8,8
21567,1946-03-28,users_date,21568,1946,3,28
21568,1941-01-02,users_date,21569,1941,1,2
21569,1940-05-24,users_date,21570,1940,5,24
21570,1977-05-07,users_date,21571,1977,5,7
21571,1979-07-17,users_date,21572,1979,7,17
21572,1951-07-10,users_date,21573,1951,7,10
21573,1986-05-17,users_date,21574,1986,5,17
21574,1961-12-29,users_date,21575,1961,12,29
21575,1983-07-06,users_date,21576,1983,7,6
21576,1941-02-22,users_date,21577,1941,2,22
21577,1971-11-22,users_date,21578,1971,11,22
21578,1946-04-04,users_date,21579,1946,4,4
21579,1943-09-02,users_date,21580,1943,9,2
21580,1978-12-31,users_date,21581,1978,12,31
21581,1987-03-14,users_date,21582,1987,3,14
21582,1970-05-17,users_date,21583,1970,5,17
21583,1996-08-10,users_date,21584,1996,8,10
21584,1975-06-24,users_date,21585,1975,6,24
21585,1980-10-22,users_date,21586,1980,10,22
21586,1937-06-18,users_date,21587,1937,6,18
21587,1979-01-14,users_date,21588,1979,1,14
21588,1975-11-05,users_date,21589,1975,11,5
21589,1972-05-09,users_date,21590,1972,5,9
21590,2000-02-07,users_date,21591,2000,2,7
21591,1982-04-05,users_date,21592,1982,4,5
21592,1975-08-05,users_date,21593,1975,8,5
21593,1962-10-09,users_date,21594,1962,10,9
21594,1938-03-06,users_date,21595,1938,3,6
21595,1968-04-20,users_date,21596,1968,4,20
21596,1935-05-09,users_date,21597,1935,5,9
21597,1996-03-01,users_date,21598,1996,3,1
21598,1982-12-18,users_date,21599,1982,12,18
21599,1948-09-09,users_date,21600,1948,9,9
21600,1937-11-07,users_date,21601,1937,11,7
21601,1992-07-02,users_date,21602,1992,7,2
21602,1954-03-28,users_date,21603,1954,3,28
21603,1981-10-12,users_date,21604,1981,10,12
21604,1948-08-08,users_date,21605,1948,8,8
21605,1940-11-14,users_date,21606,1940,11,14
21606,1997-11-07,users_date,21607,1997,11,7
21607,1962-09-10,users_date,21608,1962,9,10
21608,1993-01-10,users_date,21609,1993,1,10
21609,1969-03-02,users_date,21610,1969,3,2
21610,1946-06-05,users_date,21611,1946,6,5
21611,1939-06-03,users_date,21612,1939,6,3
21612,1993-02-20,users_date,21613,1993,2,20
21613,1999-01-30,users_date,21614,1999,1,30
21614,1964-01-19,users_date,21615,1964,1,19
21615,1985-04-23,users_date,21616,1985,4,23
21616,1966-11-27,users_date,21617,1966,11,27
21617,1976-01-28,users_date,21618,1976,1,28
21618,1999-10-28,users_date,21619,1999,10,28
21619,1950-04-02,users_date,21620,1950,4,2
21620,1989-02-28,users_date,21621,1989,2,28
21621,1943-02-05,users_date,21622,1943,2,5
21622,1950-12-21,users_date,21623,1950,12,21
21623,1993-06-20,users_date,21624,1993,6,20
21624,1981-02-15,users_date,21625,1981,2,15
21625,1981-09-26,users_date,21626,1981,9,26
21626,1960-06-24,users_date,21627,1960,6,24
21627,1949-10-26,users_date,21628,1949,10,26
21628,1986-02-09,users_date,21629,1986,2,9
21629,1937-09-15,users_date,21630,1937,9,15
21630,1958-05-05,users_date,21631,1958,5,5
21631,1991-07-01,users_date,21632,1991,7,1
21632,1964-08-27,users_date,21633,1964,8,27
21633,1959-05-25,users_date,21634,1959,5,25
21634,1986-05-16,users_date,21635,1986,5,16
21635,1994-01-20,users_date,21636,1994,1,20
21636,1936-05-14,users_date,21637,1936,5,14
21637,1978-02-27,users_date,21638,1978,2,27
21638,1941-02-23,users_date,21639,1941,2,23
21639,1942-09-11,users_date,21640,1942,9,11
21640,1936-04-17,users_date,21641,1936,4,17
21641,1998-12-14,users_date,21642,1998,12,14
21642,1938-03-16,users_date,21643,1938,3,16
21643,1961-08-21,users_date,21644,1961,8,21
21644,1960-08-01,users_date,21645,1960,8,1
21645,1943-12-18,users_date,21646,1943,12,18
21646,1951-01-06,users_date,21647,1951,1,6
21647,1955-10-18,users_date,21648,1955,10,18
21648,1939-09-24,users_date,21649,1939,9,24
21649,1980-03-11,users_date,21650,1980,3,11
21650,1979-10-07,users_date,21651,1979,10,7
21651,1939-09-18,users_date,21652,1939,9,18
21652,1952-02-16,users_date,21653,1952,2,16
21653,1985-07-02,users_date,21654,1985,7,2
21654,1987-07-06,users_date,21655,1987,7,6
21655,1982-05-15,users_date,21656,1982,5,15
21656,1988-09-13,users_date,21657,1988,9,13
21657,1987-01-12,users_date,21658,1987,1,12
21658,1956-11-08,users_date,21659,1956,11,8
21659,1978-06-18,users_date,21660,1978,6,18
21660,1995-12-02,users_date,21661,1995,12,2
21661,1998-05-29,users_date,21662,1998,5,29
21662,1970-11-09,users_date,21663,1970,11,9
21663,1984-04-10,users_date,21664,1984,4,10
21664,1947-05-23,users_date,21665,1947,5,23
21665,1967-11-23,users_date,21666,1967,11,23
21666,1998-03-22,users_date,21667,1998,3,22
21667,1960-05-31,users_date,21668,1960,5,31
21668,1987-10-06,users_date,21669,1987,10,6
21669,1950-04-30,users_date,21670,1950,4,30
21670,1948-05-18,users_date,21671,1948,5,18
21671,1993-10-19,users_date,21672,1993,10,19
21672,1999-11-06,users_date,21673,1999,11,6
21673,1967-08-06,users_date,21674,1967,8,6
21674,1952-12-13,users_date,21675,1952,12,13
21675,1996-07-01,users_date,21676,1996,7,1
21676,1957-07-31,users_date,21677,1957,7,31
21677,1949-12-30,users_date,21678,1949,12,30
21678,1976-06-13,users_date,21679,1976,6,13
21679,1992-07-01,users_date,21680,1992,7,1
21680,1948-07-21,users_date,21681,1948,7,21
21681,1938-09-02,users_date,21682,1938,9,2
21682,1978-10-22,users_date,21683,1978,10,22
21683,1962-07-25,users_date,21684,1962,7,25
21684,1978-10-17,users_date,21685,1978,10,17
21685,1968-05-20,users_date,21686,1968,5,20
21686,1995-06-30,users_date,21687,1995,6,30
21687,1982-01-03,users_date,21688,1982,1,3
21688,1949-03-15,users_date,21689,1949,3,15
21689,1979-07-03,users_date,21690,1979,7,3
21690,1991-03-25,users_date,21691,1991,3,25
21691,1993-09-23,users_date,21692,1993,9,23
21692,1955-04-16,users_date,21693,1955,4,16
21693,1966-08-14,users_date,21694,1966,8,14
21694,1984-10-19,users_date,21695,1984,10,19
21695,1939-07-31,users_date,21696,1939,7,31
21696,1967-10-17,users_date,21697,1967,10,17
21697,1992-04-11,users_date,21698,1992,4,11
21698,1975-08-17,users_date,21699,1975,8,17
21699,1978-10-16,users_date,21700,1978,10,16
21700,1990-08-26,users_date,21701,1990,8,26
21701,1950-12-30,users_date,21702,1950,12,30
21702,1947-04-19,users_date,21703,1947,4,19
21703,1956-10-15,users_date,21704,1956,10,15
21704,1934-08-10,users_date,21705,1934,8,10
21705,1943-08-27,users_date,21706,1943,8,27
21706,1951-12-19,users_date,21707,1951,12,19
21707,1976-09-24,users_date,21708,1976,9,24
21708,1973-06-08,users_date,21709,1973,6,8
21709,1989-04-30,users_date,21710,1989,4,30
21710,1976-10-03,users_date,21711,1976,10,3
21711,1960-06-06,users_date,21712,1960,6,6
21712,1946-01-03,users_date,21713,1946,1,3
21713,1990-06-01,users_date,21714,1990,6,1
21714,1963-09-11,users_date,21715,1963,9,11
21715,1957-06-19,users_date,21716,1957,6,19
21716,1937-02-20,users_date,21717,1937,2,20
21717,1976-11-29,users_date,21718,1976,11,29
21718,1946-05-20,users_date,21719,1946,5,20
21719,1961-07-17,users_date,21720,1961,7,17
21720,1953-12-23,users_date,21721,1953,12,23
21721,1941-04-02,users_date,21722,1941,4,2
21722,1970-04-28,users_date,21723,1970,4,28
21723,1965-07-15,users_date,21724,1965,7,15
21724,1968-12-11,users_date,21725,1968,12,11
21725,1961-06-02,users_date,21726,1961,6,2
21726,1971-07-24,users_date,21727,1971,7,24
21727,1964-09-25,users_date,21728,1964,9,25
21728,1941-11-27,users_date,21729,1941,11,27
21729,1937-11-16,users_date,21730,1937,11,16
21730,1994-03-05,users_date,21731,1994,3,5
21731,1968-11-28,users_date,21732,1968,11,28
21732,1971-07-20,users_date,21733,1971,7,20
21733,1947-01-28,users_date,21734,1947,1,28
21734,1970-06-04,users_date,21735,1970,6,4
21735,1994-03-30,users_date,21736,1994,3,30
21736,1964-07-19,users_date,21737,1964,7,19
21737,1944-01-14,users_date,21738,1944,1,14
21738,1941-08-14,users_date,21739,1941,8,14
21739,1998-09-17,users_date,21740,1998,9,17
21740,1984-06-10,users_date,21741,1984,6,10
21741,1948-07-17,users_date,21742,1948,7,17
21742,1941-05-07,users_date,21743,1941,5,7
21743,1967-08-29,users_date,21744,1967,8,29
21744,1971-03-30,users_date,21745,1971,3,30
21745,1983-06-22,users_date,21746,1983,6,22
21746,1958-04-13,users_date,21747,1958,4,13
21747,1962-02-03,users_date,21748,1962,2,3
21748,1939-01-10,users_date,21749,1939,1,10
21749,1968-11-08,users_date,21750,1968,11,8
21750,1958-01-19,users_date,21751,1958,1,19
21751,1982-03-06,users_date,21752,1982,3,6
21752,1965-11-14,users_date,21753,1965,11,14
21753,1960-08-21,users_date,21754,1960,8,21
21754,1989-10-30,users_date,21755,1989,10,30
21755,1971-12-05,users_date,21756,1971,12,5
21756,1952-12-04,users_date,21757,1952,12,4
21757,1935-10-05,users_date,21758,1935,10,5
21758,1945-01-22,users_date,21759,1945,1,22
21759,1949-12-06,users_date,21760,1949,12,6
21760,1977-04-18,users_date,21761,1977,4,18
21761,1986-10-27,users_date,21762,1986,10,27
21762,1942-04-06,users_date,21763,1942,4,6
21763,1963-04-28,users_date,21764,1963,4,28
21764,1966-07-27,users_date,21765,1966,7,27
21765,1994-03-19,users_date,21766,1994,3,19
21766,1952-04-24,users_date,21767,1952,4,24
21767,1978-10-02,users_date,21768,1978,10,2
21768,1956-11-10,users_date,21769,1956,11,10
21769,1997-01-15,users_date,21770,1997,1,15
21770,1955-08-31,users_date,21771,1955,8,31
21771,1955-09-04,users_date,21772,1955,9,4
21772,1962-07-24,users_date,21773,1962,7,24
21773,1943-05-04,users_date,21774,1943,5,4
21774,1984-06-08,users_date,21775,1984,6,8
21775,1947-08-16,users_date,21776,1947,8,16
21776,1942-11-02,users_date,21777,1942,11,2
21777,1991-07-02,users_date,21778,1991,7,2
21778,1985-07-30,users_date,21779,1985,7,30
21779,1983-07-12,users_date,21780,1983,7,12
21780,1939-12-10,users_date,21781,1939,12,10
21781,1990-05-06,users_date,21782,1990,5,6
21782,1953-08-18,users_date,21783,1953,8,18
21783,1998-03-12,users_date,21784,1998,3,12
21784,1965-04-26,users_date,21785,1965,4,26
21785,1984-07-14,users_date,21786,1984,7,14
21786,1972-02-21,users_date,21787,1972,2,21
21787,1956-05-17,users_date,21788,1956,5,17
21788,1992-02-20,users_date,21789,1992,2,20
21789,1944-10-29,users_date,21790,1944,10,29
21790,1965-12-25,users_date,21791,1965,12,25
21791,1968-01-16,users_date,21792,1968,1,16
21792,1947-08-17,users_date,21793,1947,8,17
21793,1948-08-03,users_date,21794,1948,8,3
21794,1976-09-29,users_date,21795,1976,9,29
21795,1944-02-15,users_date,21796,1944,2,15
21796,1990-02-02,users_date,21797,1990,2,2
21797,1963-06-16,users_date,21798,1963,6,16
21798,1941-12-23,users_date,21799,1941,12,23
21799,1936-03-25,users_date,21800,1936,3,25
21800,1986-09-02,users_date,21801,1986,9,2
21801,1953-10-12,users_date,21802,1953,10,12
21802,1995-05-23,users_date,21803,1995,5,23
21803,1941-07-13,users_date,21804,1941,7,13
21804,1956-09-08,users_date,21805,1956,9,8
21805,1961-07-11,users_date,21806,1961,7,11
21806,1964-02-23,users_date,21807,1964,2,23
